id,trigger,conditions,script,text,options,notes
gaFCLaicailleVisit8,DialogOptionSelected,$option == gaFC_laicailleVisit8,"$option = gaFC_laicailleVisit9 0
FireBest DialogOptionSelected",你听到了含混不清的说话声，听起来是 Baird 的语调不会错。Coureuse 模糊的轮廓就这样一动不动地默默听着。当 Baird 的说话声停下来时，那个轮廓猛然瘫倒在椅子上，仿佛里面所有的意志全都被抽走了。,,
gaFCLaicailleVisit8b,DialogOptionSelected,$option == gaFC_laicailleVisit8b,"$option = gaFC_laicailleVisit9 0
FireBest DialogOptionSelected",你转过头来开始仔细打量起这个工坊：一排排的亚 AI 处理核心被安放在冷却槽里，上面缀满了线路。天花板上配备有反重力装置的绞车用几个安全栓挂着一套机器外壳，下面则是模块化组件全暴露在外的物质组装器。旁边的工作台上有几只多用途工程臂悬在一些设备上方，内部被摆放得像一张工程分解图一样。,,
gaFCLaicailleVisit9,DialogOptionSelected,$option == gaFC_laicailleVisit9,,"A couple minutes later, the privacy field collapses and Coureuse emerges. She looks tired.

She hands the datapad back to you, and says ""I'll come with you.""","gaFC_laicailleVisitEnd1:""好，那走吧。""
gaFC_laicailleVisit10:"" Baird 说了啥？""
",
gaFCLaicailleVisit10,DialogOptionSelected,$option == gaFC_laicailleVisit10,,"Coureuse 直直地瞪着你，脸上挂着讽刺的微笑。""你应该知道的，Baird 总是能随心所欲。""","gaFC_laicailleVisitEnd1:""好吧，我们该出发了。""
",
gaFCLaicailleEnd1,DialogOptionSelected,$option == gaFC_laicailleVisitEnd1,,"""Okay. But I need-"" Coureuse looks over her workbenches, computing array, and projects in various states of completion, ""My, um, things.""

You inform her that you have a special team that's well practiced in moving delicate scientific equipment. In fact, you'll introduce her to your ops chief to make arrangements right now...",gaFC_laicailleEnd2:继续,
gaFCLaicailleEnd2,DialogOptionSelected,$option == gaFC_laicailleEnd2,"$global.gaFC_returnToAcademy = true
Call $global.gaFC_ref updateStage
unset $global.gaFC_visitCoureuse","Within the hour, with the full cooperation of the Laicaille Executive Council and the station quartermaster, you have Scylla Coureuse and her equipment packed and transported to your $shipOrFleet. 

Next stop, Galatia Academy Station. Baird always gets her way.",defaultLeave:离开,
,,,,,,
# gaFC Scylla Coureuse back to Galatia Academy,,,,,,
gaFCReturnToAcademy,OpenInteractionDialog,$market.gaFC_returnHere score:2000,"$global.foundCoureuse = true
ShowDefaultVisual
SetPersonHidden coureuse false","你的$shipOrFleet在排队进入空间站时被打断了，在这种情况下通常会有交通管制通讯，可这一次，取而代之地，你收到了院长办公室的直接通讯。

""舰长，""通讯官报告说，""她想和你说话。""",gaFC_return1:应答通讯,
gaFCReturnToAcademy1,DialogOptionSelected,$option == gaFC_return1,ShowPersonVisual false baird,"Anahita Baird 的形象出现了。

""舰长，很高兴终于看到你回来了。把她用穿梭机直接带到这个码头。""她说，与此同时收到导航指示和对接代码的提示音响了起来，""我在那儿等你。""

通讯链接被切断了。",gaFC_return2:继续,
gaFCReturnToAcademy2,DialogOptionSelected,$option == gaFC_return2,"ShowSecondPerson coureuse
ShowThirdPerson sebestyen","一路无话... 伴随着推进器冷却时所发出的咔咔声，你与紧随其后的 Scylla Coureuse 一同走下了穿梭机。在避开一些耳目后，你终于将她带回到了 Galatia 学院。

正如承诺的那样，Baird 院长早已带着一小队头戴面罩的警卫和高级顾问等候多时。你扫视众人，恰好发现 Sebestyen 院士正冲你招手。

""很高兴你能回到我们的身边，Scylla。""Baird 说道。","gaFC_return3:装作没看到 Sebestyen 的举动
gaFC_return3a:也向 Sebestyen 招招手",
gaFCReturnToAcademy3a,DialogOptionSelected,$option == gaFC_return3a,"AdjustRepPerson sebestyen FRIENDLY 1
$option = gaFC_return3 0
FireBest DialogOptionSelected",你向对方招手后 Sebestyen 笑得很开心。Baird 将注意力都放在 Coureuse 上，对此没有察觉。,,
gaFCReturnToAcademy3,DialogOptionSelected,$option == gaFC_return3,,"Coureuse nods to Baird's words, though occupies herself with examining the reception lounge. ""It hasn't changed much,"" she says.

Something in this doesn't please the provost, you think. 

""Well,"" says Baird, ""I believe you'll find that quite a lot has changed. Academician Alviss Sebestyen, please come forward- thank you. I understand that you knew Scylla back- "" at his vigorous nod, she says ""Yes, of course.""",gaFC_return4:继续,
gaFCReturnToAcademy4,DialogOptionSelected,$option == gaFC_return4,,"Sebestyen begins to welcome Coureuse, shaking her hand, and asking about her trip. Coureuse raises an eyebrow at the question, and Baird interrupts, ""There will be time for that later, Alviss. Please show the newly reinstated Academician Coureuse to her quarters - then show her the new laboratory."" 

Baird pauses, seeming to examine Coureuse for a response, but Scylla simply bows her head slightly in acknowledgement without meeting Baird's eyes.

""Scylla, I hope you can thrive here. Again. Please go with Alviss. And... keep an open mind,"" Baird says.",gaFC_return5:继续,
gaFCReturnToAcademy5,DialogOptionSelected,$option == gaFC_return5,"HideSecondPerson
HideThirdPerson","With a sigh, Baird turns from them to you.

""Captain. Thank you for finding her and bringing her home,"" the provost watches the two leave the receiving lounge, starting to chat, Coureuse finally starting to smile. ""With Scylla, we can begin it all again."" 

Baird holds up a hand to indicate an adjoining transport pod, ""Let us remove to a more suitable setting for the continuation of our discussion.""",gaFC_return6:登上运输舱,
gaFCReturnToAcademy6,DialogOptionSelected,$option == gaFC_return6,"$option = gaFC_returnTransportHub 0
FireBest DialogOptionSelected",Baird 通过舱窗看着外边的各种管道和远方的风景，陷入了沉思。安静的氛围开始支配这个空间，你发现这可能是一个向院长提问而不必打断她的滔滔不绝的机会。,,
gaFCReturnTransportHub,DialogOptionSelected,$option == gaFC_returnTransportHub,FireAll GAFCTransportPodHubOptions,,,
gaFCReturnTransportHubA,GAFCTransportPodHubOptions,!$saidLeague,,,"gaFC_returnHubLeague:""放跑了 Coureuse，英仙座联盟会很不高兴的。""",
gaFCReturnTransportHubB,GAFCTransportPodHubOptions,!$saidScylla,,,"gaFC_returnHubScylla:""看起来她不怎么喜欢你。""",
gaFCReturnTransportHubC,GAFCTransportPodHubOptions,,,,gaFC_returnHubNothing:保持沉默,
 gaFCReturnHubLeague,DialogOptionSelected,$option == gaFC_returnHubLeague,"$saidLeague = true 0
FireAll GAFCTransportPodHubOptions","""Some among their ranks, yes,"" a hint of smile forms on Baird's face, ""But others can see that this is the best way forward. The League can't pull the best and brightest from the entire Sector. The Galatia Academy can. They don't have the theoretical research and experimentation infrastructure we do. It's all practical matters with their Fleet Armamentarium; weapons, warships, heavy industry, and doling out contracts to gens-allies.""

""Furthermore, subfactions within the League could not call an open vote on a matter so delicate as this. We merely resolved their political questions by other means,"" the provost tips her head toward you, acknowledging your role.",,
 gaFCReturnHubScylla,DialogOptionSelected,$option == gaFC_returnHubScylla,"$saidScylla = true 0
FireAll GAFCTransportPodHubOptions","Baird 注视了你很长时间。你感觉你在她脸上看到了前所未有的表情，似乎是某种感情上的痛苦。

""Scylla 从来没有对我...对学院向她提供的机会表达过感激。也许她就是这样长大的，她的不服从被纵容着，已经成为习惯。但随着时间的推移，当她看到我们所取得的成就时，也许她思维中的理性会胜出。我知道将来她会对我们表示感谢的。""

Baird 转过身，凝视着前方，下巴绷得紧紧的。",,
gaFCReturnHubNothing,DialogOptionSelected,$option == gaFC_returnHubNothing,,"Through the silence, you can almost hear Baird thinking.

The transport pod hisses to a halt, and you feel the subtle shift of agrav fields. You step off and note that this seems to be a back entrance which allows Baird to avoid the waiting room full of important people unused to being told to wait.",gaFC_returnToAcademy7:继续,
gaFCReturnToAcademy7a,DialogOptionSelected,"$option == gaFC_returnToAcademy7
!$global.foundGargoyle",AddCredits 100000,"You follow Provost Baird into her office, and the doors close with a notable absence of sound. She motions you to a seat in front of her desk.

""First,"" she says, ""you ought to be compensated for your fine work recovering a valuable asset.""

Baird unlocks her desk interface and enters some commands; your personal datapad pings in response.",gaFC_returnToAcademy7a2:继续,
gaFCReturnToAcademy7a2,DialogOptionSelected,$option == gaFC_returnToAcademy7a2,,"Baird taps at her interface, her face illuminated by a moving image. ""She seems to be settling in,"" she says, watching.

A holo projects into the space above her desk: a surveillance feed of a gleaming new physics laboratory. Scylla Coureuse is being introduced by Sebestyen to various academicians, judging by their formal dress, and technicians in various states of protective garb. They look young and eager to begin work.",gaFC_return8a:继续,
gaFCReturnToAcademy8a,DialogOptionSelected,$option == gaFC_return8a,,"她指着图像说：""我们将根据 Coureuse 独自进行的项目和她所能回忆起的东西还原我们所能还原的一切，但如果没有 Kallichore 的档案，获取明确的数据集将会是十分...不方便的。""

Baird 抬头看了看天空：""我估计 霸主 科技标准部已经在 Galatia 星系中安装了非常特殊的监控设备，以避免被另一个 '小事故' 搞得手忙脚乱。我们不敢对那些东西下手，免得又给他们什么介入的借口。""",gaFC_return9a:继续,
gaFCReturnToAcademy9a,DialogOptionSelected,$option == gaFC_return9a,"$global.gaFC_completed = true
Call $global.gaFC_ref updateStage","""舰长，去弄到 Kallichore 档案，动作要快。"" Baird 说完后转过了身子，开始打发你。""现在谈论我的目标还为时过早，但一个伟大的突破已经近在咫尺了。""

你感觉到身后的门无声地打开了，头戴镜面面罩的警卫就像周围环境中的静电一样冒了出来，该动身了。",gaFC_returnLeave:离开,
gaFCReturnLeave,DialogOptionSelected,$option == gaFC_returnLeave,"ShowDefaultVisual
FireAll PopulateOptions",,,
gaFCReturnToAcademy7b,DialogOptionSelected,"$option == gaFC_returnToAcademy7
$global.foundGargoyle",ShowSecondPerson gargoyle,"As you enter Baird's office, you notice that Gargoyle is in the sitting area, heels resting on the common table. The hacker casually closes a holodisplay, ""Oh, so good of everyone to join me. I was getting awfully bored, I thought I might read some files, but you got here just as I was getting started...""

Although she shows no outward change in expression, you get the familiar feeling of potent apprehension and clarity which fills your gut when a high-powered starship weapon is armed to fire. Provost Baird speaks with firm authority, ""An amusing prank, I'm sure. Now remove your feet from there before I have you removed from my office again.""

""Yes'm,"" Gargoyle mutters sullenly, dropping boots to the floor.",gaFC_returnToAcademy7b2:继续,
gaFCReturnToAcademy7b2,DialogOptionSelected,$option == gaFC_returnToAcademy7b2,AddCredits 65000,"Provost Baird moves behind her desk, brushes the surface with a scowl, then taps a few keys.

""First, captain,"" she says, ""you ought to be compensated for your fine work recovering a valuable asset.""

Your personal datapad pings in response to a command she entered into her desk interface.

Gargoyle perks up and withdraws a highly modified datapad, trailing loose cables. After a moment it also pings, to which Gargoyle says ""Mm, Anahita. Don't spoil the good captain.""","gaFC_returnToAcademy8b:Continue
gaFC_returnToAcademy8b2:""Are you... watching my accounts?""",
gaFCReturnToAcademy8b2,DialogOptionSelected,$option == gaFC_returnToAcademy8b2,,"Gargoyle gives you a guilty look, slowly stowing the datapad.

""Don't even start,"" Baird snaps. ""Fight about it after this meeting."" She gives her head a shake and returns her attention to the desk interface.",gaFC_returnToAcademy8b:继续,
gaFCReturnToAcademy8b,DialogOptionSelected,$option == gaFC_returnToAcademy8b,,"A holoprojected image blooms into the space above Baird's desk: a surveillance feed of a gleaming new physics laboratory. Coureuse is being introduced by Sebestyen to various academicians, judging by their formal dress, and technicians in various states of protective garb. They look young and eager to begin work.

""She seems to be settling in,"" Baird says, motioning at the display, ""Sebestyen is more capable than he appears. He has been both persistent and meticulous in facilitating the rebirth of this research team.""

Gargoyle speaks up, ""And just look what happens when he's not keeping an eye on me. All sorts of trouble!""",gaFC_returnToAcademy9b:继续,
gaFCReturnToAcademy9b,DialogOptionSelected,$option == gaFC_returnToAcademy9b,,"Baird 点点头表示赞同，然后说：""我的团队一直在研究 Kallicore 档案中的数据，我必须得承认，多亏了 Gargoyle 的辛勤工作，这些数据才得以解密。""你注意到了 Gargoyle 微微躬身的动作，仿佛他刚刚完成了一场大师级的表演。

""我们已经开始重启之前的研究。""她说，""在 Kallicore 的失误之后，让 Coureuse 在这里形成先进理论团队的核心将会带来巨大的进步。毕竟这是她毕生的心血。""",gaFC_returnToAcademy10b:继续,
gaFCReturnToAcademy10b,DialogOptionSelected,$option == gaFC_returnToAcademy10b,,"""还有，"" Gargoyle 插话道，""我已经破解了霸主的探测器。它们向霸主提供的所有报告都会是一切正常，不会有人知道这里发生了诡异的超空间折叠，长官！""

""确实如此，Gargoyle 非常有用。"" Baird 再次点头致谢，接着她转向了你，""你也一样，我想你会在这些实验的实践阶段中发挥作用，因为我预计一些实验将会有...戏剧性的结果。""",gaFC_returnToAcademy11b:继续,
gaFCReturnToAcademy11b,DialogOptionSelected,$option == gaFC_returnToAcademy11b,,"Baird 院长停顿了一下并看向了你，观察起你的反应来：""你一定很好奇我们到底想研究什么。""","gaFC_return11b1:""是。""
gaFC_return11b2:""并没有，毕竟报酬很丰厚。""
gaFC_return11b3:""你显然是想要重启星门。""
gaFC_return11b4:以绝不再上当的姿态保持沉默",
gaFCReturnToAcademy12b1,DialogOptionSelected,$option == gaFC_return11b1,"$option = gaFC_return12b 0
FireBest DialogOptionSelected","她没有理会你的回答，继续说道：""舰长，这是为了再次连通整个银河。听到这里你应该知道了：星门。这一切都是为了星门。""",,
gaFCReturnToAcademy12b2,DialogOptionSelected,$option == gaFC_return11b2,"$option = gaFC_return12b 0
FireBest DialogOptionSelected","她没有理会你的回答，继续说道：""舰长，这是为了再次连通整个银河。听到这里你应该知道了：星门。这一切都是为了星门。""",,
gaFCReturnToAcademy12b3,DialogOptionSelected,$option == gaFC_return11b3,"AdjustRepActivePerson INHOSPITABLE -1
$option = gaFC_return12b 0
FireBest DialogOptionSelected","她几乎是下意识地瞪了你一眼，对你毁了她的美好时光感到愤怒，过了好一会她才回过神来。""对，舰长。更深远的意义是再次连通整个银河。我完成的每件事，我正在为之努力的每件事都是为了星门。""",,
gaFCReturnToAcademy12b4,DialogOptionSelected,$option == gaFC_return11b4,"$option = gaFC_return12b 0
FireBest DialogOptionSelected","她没有理会你的回答，继续说道：""舰长，这是为了再次连通整个银河。听到这里你应该知道了：星门。这一切都是为了星门。""",,
gaFCReturnToAcademy12b,DialogOptionSelected,$option == gaFC_return12b,,"Gargoyle 听了这番话后鼓了鼓掌，这多少削弱了 Baird 话语的压迫感。

Baird 没有理他，她点了点一个数据平板，全息投影仪投射出了一个三维的网状结构地图。你认出了这张图片：这是人之领星门网络在英仙座星域的结构图。在一片很显眼的区域中交织出的密集点就是被人称为核心世界的地方。

""更准确地说，是为了星门能做到的事。"" Baird 说。",gaFC_return13b:继续,
gaFCReturnToAcademy13b,DialogOptionSelected,$option == gaFC_return13b,,"Gargoyle speaks up again, more earnest somehow than usual ""Freedom! Imagine that, $playerFirstName. The technology the Domain used to enslave humanity - liberated! The small minds that rule us, they're all still shackled by Domain-mindset. All alike in their own way, Tri-Tach, Ludders, the Hegemony; soulless minions of orthodoxy, all of them!""

""Imagine if we took that all away from them, imagine if anyone could go anywhere and do anything!"" Gargoyle cackles, rocking back and forth.",gaFC_return14b:继续,
gaFCReturnToAcademy14b,DialogOptionSelected,$option == gaFC_return14b,"$global.gaFC_completed = true
Call $global.gaFC_ref updateStage","你注意到 Baird 在对方演讲时面无表情地看着 Gargoyle。当 Gargoyle 被数据平板分散了注意力安静下来时，院长用一种命令般的语气对你说：""一周左右后回来，舰长。我的人需要时间工作，你则应该休息一下。""

""但要保持低调，自你在 Isirah 星系大闹了一番后，各方势力都焦躁不安。""

Baird 看向了桌上的控制台，在浏览信息时她脸上阴晴不定。""就这样，舰长。""

""还有，Gargoyle。""过了一会后她开口道。","gaFC_return15b:""我想谈谈你对这项科技的意图。""
gaFC_returnLeave:离开",
gaFCReturnToAcademy15b,DialogOptionSelected,$option == gaFC_return15b,,"Baird 又看向了你，""这可不是什么 '科技'，舰长，只是可能性。可能性再大也只是可能性而已。""

她转过身去开始打发你。""这事我们以后再详谈。""

你感觉到身后的门无声地打开了，头戴镜面面罩的警卫就像周围环境中的静电一样冒了出来，该动身了。Gargoyle 和你一起离开了办公室，一边同情地看了你一眼一边咕哝着什么。",gaFC_returnLeave:离开,
"# post gaFC, Laicaille Archon reassigned",,,,,,
postGAFCretiredArchon,PopulateOptions,"$tag:involuntary_retirement
$market.id == laicaille_habitat
!$askedAboutArchon",,"$HeOrShe立马就认出了你，并且$HeOrShe在回应通讯请求后装作什么也没发生的努力失败了。

"" $playerName 舰长，我们又见面了。""","postGAFC_retiredArchon1:""发生了什么？你不是 Laicaille 的执政官吗？""",
postGAFCretiredArchon1,DialogOptionSelected,$option == postGAFC_retiredArchon1,$askedAboutArchon = true,"""我是，至少曾经是。""$HeOrShe沉默了一阵子，""我没有安分守己，因此我 —— 或者说我们 —— 让联盟里的一些重要人物感到尴尬。让一些惹不起的人成为了敌人，他们让执行委员会站在了我的对立面，就是这样。""

""我并未因此对你怀恨在心，舰长。他们赢了，""$heOrShe说，然后摇了摇$hisOrHer的头，""Laicaille 栖息地不过是 英仙座联盟 宏伟计划中无关紧要的一部分，不管 联盟 的宪章里写了什么，这就是事实。""","postGAFC_retiredArchon2:""这也太不公平了，我能做些什么呢？""
postGAFC_retiredArchon1b:""他们会为此追杀我吗？""
cutCommLink:""我很抱歉，但我得先走了。""(切断通讯)",
postGAFCretiredArchon2,DialogOptionSelected,$option == postGAFC_retiredArchon2,,"""没有。""$HeOrShe苦笑着说，""你能做到什么呢？打破 Kazeron 对联盟的控制？说服 Hannan 家族把采矿船队和加工设施的所有权还给 Laicaille 的人民吗？""

""我输了，舰长。我不喜欢这个结局，但事实就是如此，我的事业已经走到了尽头。你应该庆幸自己在这一切中发挥的作用很大程度上被忽视了 —— 这就是我给你的忠告，你最好不要再为这事联系我了。""","cutCommLink:""我很抱歉，但我得先走了。""(切断通讯)",
postGAFCretiredArchon1b,DialogOptionSelected,$option == postGAFC_retiredArchon1b,,"""没有。""$HeOrShe苦笑着说，""我不这么认为，你很幸运，Kazeron 当局和 Hannan 氏族都没有注意到你在这一切中扮演的角色。""

""你最好不要再为此事联系我了，舰长。""",cutCommLink:切断通讯链接,
,,,,,,
postGAFCNewArchon,PopulateOptions,"$tag:replacement_archon
$postId == baseCommander
$market.id == laicaille_habitat
!$askedAboutArchon",,,"postGAFC_newArchonAsk1:""你似乎是新来的，之前的执政官怎么了？""",
postGAFCNewArchon1,DialogOptionSelected,$option == postGAFC_newArchonAsk1,#$askedAboutArchon = true,"""他们被换掉了，""$heOrShe一副无所谓的样子，""当然，我是最近才担任起这个职务的。""

""你看，当地的暴民无法维持秩序，而我的家族 —— Hannan 家族 —— 已经在这个停滞不前的采矿营地所供养的工业上投入了大量资金，他们决定了这该由专人负责管理。""$HeOrShe叹息着，交叉着 [$hisOrHer的双臂，""我真幸运。""","postGAFC_newArchonAsk2:""如果你不喜欢这里，为什么不辞职呢？""
cutCommLink:切断通讯",
postGAFCNewArchon2,DialogOptionSelected,$option == postGAFC_newArchonAsk2,,"$PersonName 看着你：""舰长，我敢说身处你这样的地位的人是不会明白的。我是 Hannan 氏族的一员，我承担着责任。""$heOrShe特别强调了 ""责任"" 这词，似乎想说这是一种贵族义务。

""我将按照家族的要求完成我的工作，那之后我将会担任一个更合适的职务。或许是做什么的副部长，又或许是一名海军将领。""$HeOrShe微笑着说，""当然，那只会是个开始。我有理想，不像我的一些兄弟姐妹，而为了实现理想，我必须做出牺牲 —— 就这样。"" $PersonName 摊开$hisOrHer的手，暗示着 Laicaille 栖息地就是所谓的 ""牺牲""。","postGAFC_newArchonAsk3:""这对你来说一定不好受，不论如何感谢你的服务。""
cutCommLink:""真有意思。就这样吧，再接再厉。""(离开)",
postGAFCNewArchon3,DialogOptionSelected,$option == postGAFC_newArchonAsk3,,"""确实。""$heOrShe惆怅地望着别处，""我正在数着日子，到了重返文化和财富的中心那一天，我就能清楚自己在这里熬了多久。""

""不论如何，这里应该有值得我做的事。起码也得做个样子，不是么？和你聊天很有意思，谢谢你，舰长。""",cutCommLink:切断通讯链接,
,,,,,,
# Project Ziggurat,,,,,,
gaPZIntro,OpenInteractionDialog,"$id == station_galatia_academy
!$global.defeatedZiggurat
!$global.gaPZ_scannedZiggurat
!$gaPZ_inProgress
$global.gaKA_missionCompleted score:1000
$global.gaFC_missionCompleted score:1000
!$global.gaPZ_missionCompleted
!$global.gaPZ_missionGiven
!$gaPZ_showMeetBairdOption",ShowDefaultVisual,"当你的$shipOrFleet按照当地交通管制系统自动下达的指令进入停泊轨道时，通讯官向你请求指示。

""舰长，""通讯官说，""是 Sebestyen 院士，他想和你谈谈。""",gaPZ_introCont1:继续,
gaPZIntro1,DialogOptionSelected,$option == gaPZ_introCont1,BeginConversation sebestyen,"Sebestyen 院士出现在了通讯画面中，他看上去坐立不安。

""舰长！近况如何？""他先打了个招呼，然后结结巴巴地继续开口道，""不，抱歉，我是来向你告知 —— 请求一件事的。Baird 院长想见你一面，商量一件很重要的事。如果您能马上 —— 不，在您方便时来见她一面，那就太好了。""他停下来喘了口气。""就是这样。我相信我们很快就会再度碰面的。谢谢你，再见！""

你设法在 Sebestyen 异乎寻常地嘟嚷时关闭了通讯链接。",gaPZ_introCont2:继续,
gaPZIntro2,DialogOptionSelected,$option == gaPZ_introCont2,"EndConversation DO_NOT_FIRE
$gaPZ_showMeetBairdOption = true
FireBest GAPostOpen
#ShowDefaultVisual
#FireAll PopulateOptions",,,
gaPZIntroMeetBairdOption,PopulateOptions,"$id == station_galatia_academy
$gaPZ_showMeetBairdOption",,,gaPZ_meetBaird:通知工作人员院长正准备见你一面,
gaPZIntro3,DialogOptionSelected,$option == gaPZ_meetBaird,unset $gaPZ_showMeetBairdOption,"""哦？""初级工作人员对你扬起眉毛，假装相信你的陈述并开始检查他们的数据平板

""喔。""你从他们脸上看到了预期的结果，""喔！的确如此。$playerSirOrMadam，我们随时可以带您去与 Baird 院长会面，如果您能立马跟我来的话那真是太棒了。""",gaPZ_introCont4:继续,
gaPZIntro4,DialogOptionSelected,$option == gaPZ_introCont4,"BeginConversation baird
ShowSecondPerson gargoyle","你又一次走进了院长的办公室。Baird 的桌子看上去比平时更乱，上面放着数据存储核心、转接设备和一个奇怪的哑光灰色盒子。

""很好，你来了，我相信 Gargoyle 应该会通过通讯来加入会谈 —— "" Baird 恼火地瞟了一眼桌上的便携式全息通讯装置，上面显示出来的黑客的脑袋正在东张西望，他显然没把注意力放在你们身上。",gaPZ_introCont5:继续,
gaPZIntro5,DialogOptionSelected,$option == gaPZ_introCont5,Highlight 'Alpha Site',"Baird 把身子转向了你，开始了她的发言。""在解密并检查 Kallichore 的档案之后 —— ""这引起了 Gargoyle 的注意，""我们现在有了前任院长与 速子科技 高层勾结的确凿证据。""

""速子科技 在核心世界之外一个代号为 '阿尔法研究站' 的地方进行被 霸主 禁止的研究。这些已经记录下来的通讯文件被算法剥离后或许能推测出其含义的上下文描述。然而，"" Baird 停顿了一下，似乎在享受自己知晓你不了解的一些事情的时刻。","gaPZ_introCont6a:等着她说下去
gaPZ_introCont6b:""然而？""",
gaPZIntro6a,DialogOptionSelected,$option == gaPZ_introCont6a,"$option = gaPZ_introCont6b 0
FireBest DialogOptionSelected",,,
gaPZIntro6b,DialogOptionSelected,$option == gaPZ_introCont6b,Highlight 'Project Ziggurat',"""有很多迹象表明，这其中有一名参与者的姓氏是 'Astraia'。我们几乎可以断定，这个人就是 —— ""

Gargoyle 打断道：""Kelise Astraia，前武器工程师，受雇于 速子科技，在 Hybrasil 星系的 Culann 星际锻炉工作。考虑到高层似乎认为此人对这个项目至关重要，她的薪水未免低得令人生疑。""

Baird 抬起下巴：""谢谢你，Gargoyle，现在请你给这位舰长详细说明一下 '低得令人生疑' 具体是指什么。""

黑客笑了：""很乐意！回归正题，速子科技因为一些事件 '解雇' 了 Kelise，但如果你看看她的账户流水...""黑客轻触了某些按钮，接着屏幕上出现了表格和数字，""你看这几笔有规律的入账记录，每笔都是数额高得惊人的星币，看上去与一个不知道具体是什么的 '通灵塔项目' 有关。这弥补了她在 Culann 的低工资，而且...""",gaPZ_introCont7:继续,
gaPZIntro7,DialogOptionSelected,$option == gaPZ_introCont7,"Highlight ""Kelise Astraia""","Baird 盯着你，伸出一只手把全息通信装置的音量调低。

""我们认为 Kelise Astraia 其实是升职了，并且被派到了这个 '阿尔法研究站'。""，她说，""显然还有其他人参与其中，不过她是一名高级军械工程师，她的学识显然和这个项目有关，只是她在信息保密方面的工作太草率了点。""

""我想知道 速子科技 在 阿尔法研究站 到底做了什么。我们目前最好的线索就是 Kelise Astraia。去 Hybrasil，找找她去了哪。肯定有人知道她去了哪里或者有她正打算做什么。速子科技 到处都有眼线；一定有人会愿意把这些信息卖给你。""",gaPZ_introCont8:继续,
gaPZIntro8,DialogOptionSelected,$option == gaPZ_introCont8,FireAll PZIntroHub1,"Baird 转过身，目光穿过不甚透明的金刚石方窗，俯瞰着 Galatia 学院的附属建筑和大厅。

""我相信你能帮我找到她，舰长。就像你之前找到 Coureuse 一样。""",,
PZIntroHub1a,PZIntroHub1,!$gaPZ_introHub1a,,,"gaPZ_introHub1a:""你有其他线索吗？""",
PZIntroHub1b,PZIntroHub1,!$gaPZ_introHub1b,,,"gaPZ_introHub1b:""你知道他们在研究些什么吗？""",
PZIntroHub1c,PZIntroHub1,!$gaPZ_introHub1c,,,"gaPZ_introHub1c:""Gargoyle，你有更多的情报吗？""",
PZIntroHub1d,PZIntroHub1,,,,"gaPZ_introCont9:""我想我心中有数了。""",
PZIntroHub1aSel,DialogOptionSelected,$option == gaPZ_introHub1a,"$gaPZ_introHub1a = true 0
FireAll PZIntroHub1","""没有，"" Baird 说，""至少现在没有。""

"" Coureuse 的团队正在研究 Kallichore 档案里的其他东西，但是..."" Baird 依旧背对着你，若有所思地揉着眼镜，""现在下结论还太早了，舰长，当其中出现有价值的情报时，我会通知你的。""",,
PZIntroHub1bSel,DialogOptionSelected,$option == gaPZ_introHub1b,"$gaPZ_introHub1b = true 0
FireAll PZIntroHub1","""我有一个很可能是正确的猜想，"" Baird 院长说，""但我不想让你在调查前产生主观认知。""

她回头看了你一眼：""从 速子科技 投入这个项目的资源来看，他们要么取得了巨大的进展，要么迎接了巨大的失败。""",,
PZIntroHub1cSel,DialogOptionSelected,$option == gaPZ_introHub1c,"$gaPZ_introHub1c = true 0
FireAll PZIntroHub1","黑客似乎在说着什么，但因为扬声器被关掉了，一点声音也没传过来。似乎是发现了这一点，Gargoyle 的全息脑袋向 Baird 投去了一个恼怒的眼神。

""你可以私下里联络 Gargoyle，舰长。"" Baird 这么说道，但她没有看你，也没有看全息通信显示屏。",,
PZIntroHub1dSel,DialogOptionSelected,$option == gaPZ_introCont9,"$global.gaPZ_missionGiven = true
BeginMission gaPZ","""那你就继续执行任务吧，舰长。""院长说。

你感觉到身后的门打开了，一个警卫正等着护送你离开办公室。",gaPZ_introCont10:离开,
gaPZIntro10,DialogOptionSelected,$option == gaPZ_introCont10,"EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",,,
"# talk to Gargoyle during the ""find Kelise"" stage",,,,,,
gaPZAskGargoyleKelise,PopulateOptions,"$isPerson
$id == gargoyle
$global.gaPZ_inProgress
!$askedAboutKelise
Call $global.gaPZ_ref updateData
$gaPZ_stage == GET_KELISE_LEAD",,,"gaPZ_gargKelise:""你能帮我找找 Kelise Astraia 吗？""",
gaPZAskGargoyleZig,PopulateOptions,"$isPerson
$id == gargoyle
$global.gaPZ_inProgress
!$askedAboutZig
Call $global.gaPZ_ref updateData
$gaPZ_stage == GET_KELISE_LEAD",,,"paPZ_gargZig:""你刚才说的 '通灵塔计划' 到底是什么？""",
gaPZ_gargOpts1Sel,DialogOptionSelected,$option == gaPZ_gargOpts1,FireAll PopulateOptions,,,
