RAW,cn.mn,constant,constantCN
"com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printEffect - String - "" %s burn level for all same-faction fleets in system""",com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printEffect ,      %s burn level for all same-faction fleets in system,      %s 最大宇宙航速，作用于星系内同一势力的舰队
"com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printNonFunctionalAndHackDescription - String - ""This one, however, does not appear to be transmitting a navigation telemetry broadcast. The cause of its lack of function is unknown.""",com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printNonFunctionalAndHackDescription ,"This one, however, does not appear to be transmitting a navigation telemetry broadcast. The cause of its lack of function is unknown.",然而该设备似乎并未发送导航遥测数据，其功能缺失的原因也尚不明确。
"com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printNonFunctionalAndHackDescription - String - ""You have a hack running on this nav buoy.""",com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.printNonFunctionalAndHackDescription ,You have a hack running on this nav buoy.,你已经有一个黑客程序在该设备上运行。
"com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.addHackStatusToTooltip - String - ""%s burn level for in-system fleets""",com/fs/starfarer/api/impl/campaign/NavBuoyEntityPlugin.addHackStatusToTooltip ,%s burn level for in-system fleets,%s 星系内该设备控制方舰队宇宙航速
"com/fs/starfarer/api/impl/codex/CodexDataV2$21.createTitleForList - String - "" weapon""",com/fs/starfarer/api/impl/codex/CodexDataV2$21.createTitleForList , weapon,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$21.matchesTags - String - ""(Fighter)""",com/fs/starfarer/api/impl/codex/CodexDataV2$21.matchesTags ,(Fighter),#N/A
"com/fs/starfarer/api/impl/campaign/abilities/GenerateSlipsurgeAbility$SlipsurgeEffectScript.advance - String - ""Extreme burn level""",com/fs/starfarer/api/impl/campaign/abilities/GenerateSlipsurgeAbility$SlipsurgeEffectScript.advance ,Extreme burn level,极高宇宙航速
"com/fs/starfarer/api/impl/campaign/skills/PhaseMastery$Level3.getEffectDescription - String - ""+100% top speed while phase cloak active""",com/fs/starfarer/api/impl/campaign/skills/PhaseMastery$Level3.getEffectDescription ,+100% top speed while phase cloak active,+100% 相位隐形后的最高航速
"com/fs/starfarer/api/impl/codex/CodexDataV2$19.createTitleForList - String - ""Ability""",com/fs/starfarer/api/impl/codex/CodexDataV2$19.createTitleForList ,Ability,#N/A
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.performPostVictoryRecovery - String - ""Post engagement recovery""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.performPostVictoryRecovery ,Post engagement recovery,现场维修
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyPursuitOption - String - ""harried while disengaging""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyPursuitOption ,harried while disengaging,撤退时遭受到的袭扰
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.gainXP - String - ""from losing s-modded ships""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.gainXP ,from losing s-modded ships,，来自内置插件的舰船损失
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""disabled in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,disabled in combat,在战斗中停机
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""disabled in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,disabled in combat,在战斗中停机
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""wing deployed in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,wing deployed in combat,在战斗中部署战机
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""deployed in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,deployed in combat,在战斗中部署
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""wing deployed in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,wing deployed in combat,在战斗中部署战机
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""deployed in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,deployed in combat,在战斗中部署
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect - String - ""retreated from lost engagement""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyCREffect ,retreated from lost engagement,撤退中的交战
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded - String - ""deployed replacement chassis in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded ,deployed replacement chassis in combat,在战斗中更换旗舰
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded - String - ""extended deployment""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded ,extended deployment,长时间部署
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded - String - ""hull damage sustained""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded ,hull damage sustained,船体遭受到重创
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded - String - ""weapon and engine damage sustained""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded ,weapon and engine damage sustained,武器和引擎损坏
"com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded - String - ""missile weapons used in combat""",com/fs/starfarer/api/impl/campaign/FleetEncounterContext.applyExtendedCRLossIfNeeded ,missile weapons used in combat,战斗中使用的导弹武器
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.getName - String - "" Blueprint""",com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.getName , Blueprint, 蓝图
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip - String - ""Fighters:""",com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip ,Fighters:,战机：
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip - String - ""Already known""",com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip ,Already known,已知
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip - String - ""Right-click to learn""",com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.createTooltip ,Right-click to learn,右键单击学习
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.performRightClickAction - String - "": blueprint already known""",com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.performRightClickAction ,: blueprint already known,: 蓝图已知
"com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.performRightClickAction - String - ""Acquired blueprint: """,com/fs/starfarer/api/campaign/impl/items/FighterBlueprintItemPlugin.performRightClickAction ,Acquired blueprint: ,获得的蓝图：
"com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers - String - ""crew skill bonus""",com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers ,crew skill bonus,船员能力增益
"com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers - String - ""Basic maintenance""",com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers ,Basic maintenance,基础战备
"com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers - String - ""crew understrength""",com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers ,crew understrength,船员能力不足
"com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers - String - ""Crew understrength""",com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers ,Crew understrength,船员不足
"com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers - String - ""crew understrength""",com/fs/starfarer/api/impl/combat/CRPluginImpl.applyMaxCRCrewModifiers ,crew understrength,船员能力不足
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""Combat Readiness """,com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,Combat Readiness ,战备值 
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""Shields offline""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,Shields offline,护盾离线
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""Fighter bays offline""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,Fighter bays offline,飞行甲板离线
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - "" offline""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip , offline, 离线
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - "" offline""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip , offline, 离线
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""malfunction risk: """,com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,malfunction risk: ,故障风险：
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""missiles not fully loaded""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,missiles not fully loaded,导弹无法顺利装填
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""degraded performance""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,degraded performance,性能下降
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""improved performance""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,improved performance,性能提高
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""standard performance""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,standard performance,标准性能
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""peak active performance""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,peak active performance,峰值时间
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""remaining time: """,com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,remaining time: ,剩余时间：
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - "" sec""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip , sec, 秒
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""combat stresses""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,combat stresses,作战压力
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip - String - ""degrading readiness""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCRStatusDataForShip ,degrading readiness, [警告] 超出峰值上限
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s is not ready for combat and can not be deployed in battle.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s is not ready for combat and can not be deployed in battle.,因该舰没有足够的战备值 (CR)。所以无法在战斗中部署。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s suffers from degraded performance and runs the risk of permanent and damaging malfunctions if deployed.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s suffers from degraded performance and runs the risk of permanent and damaging malfunctions if deployed.,该舰性能已严重受损，如果部署在战斗中可能会导致武器和引擎不可修复地损坏。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s suffers from degraded performance and runs the risk of weapon and engine malfunctions during combat.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s suffers from degraded performance and runs the risk of weapon and engine malfunctions during combat.,该舰性能已大幅下降，同时伴有武器和引擎随时宕机的风险。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s suffers from degraded performance during combat.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s suffers from degraded performance during combat.,该舰还没有准备好，强制出击将会使它无法全力作战。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s has standard combat performance.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s has standard combat performance.,该舰当前拥有标准的战斗性能。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""The %s benefits from improved combat performance.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,The %s benefits from improved combat performance.,该舰目前状态良好，可让一些系统短时超载来提升性能。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - "" fighter chassis are ready to replace combat losses.""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription , fighter chassis are ready to replace combat losses., 准备备用战斗机，以替换战斗中的损失。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""Replacement chassis""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,Replacement chassis,更换战机
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - ""None""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription ,None,无
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription - String - "" Fighter losses can not be replaced due to the lack of a ship with proper facilities (i.e. a flight deck).""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDescription , Fighter losses can not be replaced due to the lack of a ship with proper facilities (i.e. a flight deck)., 由于战舰缺乏相关设施 (如飞行甲板 ) 战机的损失将无法得到补给。
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString - String - ""None""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString ,None,无
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString - String - ""Critical""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString ,Critical,极高
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString - String - ""Serious""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString ,Serious,较高
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString - String - ""Low""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getMalfunctionString ,Low,较低
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Very poor""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Very poor,很差
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Poor""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Poor,差
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Standard""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Standard,标准
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Excellent""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Excellent,优秀
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Speed & maneuverability""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Speed &amp; maneuverability,最高航速 & 机动性
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Damage taken""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Damage taken,所受伤害
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Damage dealt""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Damage dealt,伤害加成
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Fighter refit time""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Fighter refit time,战机整备时间
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Autofire accuracy""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Autofire accuracy,自动开火精准度
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Malfunction risk""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Malfunction risk,故障风险
"com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails - String - ""Missile magazines""",com/fs/starfarer/api/impl/combat/CRPluginImpl.getCREffectDetails ,Missile magazines,导弹备弹数
"com/fs/starfarer/api/impl/codex/CodexDataV2$11.configureTagDisplay - String - ""(Fighter)""",com/fs/starfarer/api/impl/codex/CodexDataV2$11.configureTagDisplay ,(Fighter),#N/A
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Utilizes targeting data from the ship's largest ballistic slot to benefit certain weapons, extending the base range of typical ballistic weapons to match similar but larger weapons. Greatly benefits hybrid weapons. Point-defense weapons are unaffected.""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,"Utilizes targeting data from the ship's largest ballistic slot to benefit certain weapons, extending the base range of typical ballistic weapons to match similar but larger weapons. Greatly benefits hybrid weapons. Point-defense weapons are unaffected.",#N/A
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""ship's largest ballistic slot""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,ship's largest ballistic slot,舰船最大的实弹槽位
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""base range""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,base range,基础射程
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Greatly benefits hybrid weapons""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Greatly benefits hybrid weapons,#N/A
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""The range bonus is based on the size of the largest ballistic slot, and the increased base range is capped, but still subject to other modifiers.""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,"The range bonus is based on the size of the largest ballistic slot, and the increased base range is capped, but still subject to other modifiers.","提高武器的基础射程，具体增益取决于舰船最大的 实弹武器槽 的 大小。本插件的增益不会让武器的基础射程超过 ""增益限制""，但不会干扰其他来源的影响。"
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Ballistic weapon range""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Ballistic weapon range,实弹武器射程
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Affects small and medium ballistic weapons.""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Affects small and medium ballistic weapons.,根据舰船上最大实弹槽位的具体大小，影响中小型实弹武器。
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Largest b. slot""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Largest b. slot,最大实弹槽位
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Small wpn""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Small wpn,小型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Medium wpn""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Medium wpn,中型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Range cap""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Range cap,增益限制
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Small / Medium""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Small / Medium,小型 / 中型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Large""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Large,大型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Hybrid weapon range""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Hybrid weapon range,混合武器射程
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Affects hybrid weapons (those that can fit into both ballistic and energy slots) of all sizes.""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Affects hybrid weapons (those that can fit into both ballistic and energy slots) of all sizes.,根据舰船上最大实弹槽位的具体大小，影响所有大小的混合武器 (混合武器是可以放入能量或实弹槽位的武器) 。
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Largest b. slot""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Largest b. slot,最大实弹槽位
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Small""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Small,小型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Medium""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Medium,中型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Large""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Large,大型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Range cap""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Range cap,增益限制
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Small / Medium""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Small / Medium,小型 / 中型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Large""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Large,大型
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Interactions with other modifiers""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,Interactions with other modifiers,与其他效果之间的影响
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection - String - ""Since the base range is increased, this modifier - unlike most other flat modifiers - is increased by percentage modifiers from other hullmods and skills.""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.addPostDescriptionSection ,"Since the base range is increased, this modifier - unlike most other flat modifiers - is increased by percentage modifiers from other hullmods and skills.",由于提高的是基础射程，所以本增益在绝大多数其他增益的计算之前生效，可以进一步受到其他技能和插件比例修正影响。
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.getUnapplicableReason - String - ""Ship has no ballistic weapon slots""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.getUnapplicableReason ,Ship has no ballistic weapon slots,舰船没有实弹武器槽
"com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.getUnapplicableReason - String - ""Can only be installed on destroyer-class hulls and larger""",com/fs/starfarer/api/impl/hullmods/BallisticRangefinder.getUnapplicableReason ,Can only be installed on destroyer-class hulls and larger,只能安装在驱逐舰或更大型的舰船上
"com/fs/starfarer/api/impl/codex/CodexDataV2$16.createTitleForList - String - ""Module""",com/fs/starfarer/api/impl/codex/CodexDataV2$16.createTitleForList ,Module,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$15.getSearchString - String - "" Station""",com/fs/starfarer/api/impl/codex/CodexDataV2$15.getSearchString , Station,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$15.createTitleForList - String - ""Station""",com/fs/starfarer/api/impl/codex/CodexDataV2$15.createTitleForList ,Station,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$18.createTitleForList - String - "" skill""",com/fs/starfarer/api/impl/codex/CodexDataV2$18.createTitleForList , skill,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$18.createTitleForList - String - ""Skill""",com/fs/starfarer/api/impl/codex/CodexDataV2$18.createTitleForList ,Skill,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$17.createTitleForList - String - ""Ship system""",com/fs/starfarer/api/impl/codex/CodexDataV2$17.createTitleForList ,Ship system,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$17.createTitleForList - String - ""Special""",com/fs/starfarer/api/impl/codex/CodexDataV2$17.createTitleForList ,Special,#N/A
"com/fs/starfarer/api/impl/codex/CodexDataV2$17.matchesTags - String - ""Special""",com/fs/starfarer/api/impl/codex/CodexDataV2$17.matchesTags ,Special,#N/A
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.create - String - ""Holoart Studies""",com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.create ,Holoart Studies,全息艺术研究
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage - String - "" Avoid the black hole located in-system.""",com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage , Avoid the black hole located in-system., 避开位于星系中的黑洞。
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage - String - "" Avoid the beam of the in-system pulsar.""",com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage , Avoid the beam of the in-system pulsar., 避开该星系脉冲星所发射的射电脉冲。
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage - String - ""Run a scan package on """,com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage ,Run a scan package on ,在 
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage - String - "" located in the """,com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addDescriptionForNonEndStage , located in the , 上运行扫描程序，而此处位于 
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addNextStepText - String - ""Scan """,com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addNextStepText ,Scan ,扫描 
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addNextStepText - String - "" in the """,com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.addNextStepText , in the ,", 位于："
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.getObjectNameWithTypeLong - String - "" - that's """,com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.getObjectNameWithTypeLong , - that's , - 为 
"com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.getBaseName - String - ""Scan Celestial Object""",com/fs/starfarer/api/impl/campaign/missions/academy/GACelestialObject.getBaseName ,Scan Celestial Object,扫描天体
