RAW,cn.mn,constant,constantCN
"com/fs/starfarer/combat/CombatState.showFullRetreatDialog - String - ""Retreat!""",com/fs/starfarer/combat/CombatState.showFullRetreatDialog ,Retreat!,撤退！
"com/fs/starfarer/combat/CombatState.showFullRetreatDialog - String - ""Cancel""",com/fs/starfarer/combat/CombatState.showFullRetreatDialog ,Cancel,取消
"com/fs/starfarer/combat/CombatState.showFullRetreatDialog - String - ""Order a full retreat? All ships not already retreating will be issued a ""Retreat"" order. You will not be able to deploy reinforcements or give any more orders. Your flagship can retreat from the battlefield by reaching the top edge of the map.""",com/fs/starfarer/combat/CombatState.showFullRetreatDialog ,"Order a full retreat?\n\nAll ships not already retreating will be issued a ""Retreat"" order. You will not be able to deploy reinforcements or give any more orders.\n\nYour flagship can retreat from the battlefield by reaching the top edge of the map.","下令 全面撤退？\n\n所有未撤退的舰船都将执行 ""撤退"" 命令。你将无法再下达任何命令，也无法再部署任何舰船。\n\n你的旗舰可以在抵达地图底端边缘后撤离战场。"
"com/fs/starfarer/combat/CombatState.showFullRetreatDialog - String - ""Retreat!""",com/fs/starfarer/combat/CombatState.showFullRetreatDialog ,Retreat!,撤退！
"com/fs/starfarer/combat/CombatState.showFullRetreatDialog - String - ""Cancel""",com/fs/starfarer/combat/CombatState.showFullRetreatDialog ,Cancel,取消
"com/fs/starfarer/combat/CombatState.setAutopilot - String - ""Station autopilot enabled and may not be disengaged.""",com/fs/starfarer/combat/CombatState.setAutopilot ,Station autopilot enabled and may not be disengaged.,空间站自动驾驶仪启用，无法进行脱离
"com/fs/starfarer/combat/CombatState.setAutopilot - String - ""Autopilot enabled. Any attempt at manual ship control will disable it.""",com/fs/starfarer/combat/CombatState.setAutopilot ,Autopilot enabled. Any attempt at manual ship control will disable it.,自动驾驶模式开启。任何手控操作都可解除自动模式。
"com/fs/starfarer/combat/CombatState.setAutopilot - String - ""Autopilot disabled.""",com/fs/starfarer/combat/CombatState.setAutopilot ,Autopilot disabled.,自动驾驶模式关闭。
"com/fs/starfarer/codex2/CodexDialog.??0000 - String - ""Item""",com/fs/starfarer/codex2/CodexDialog.??0000 ,Item,#N/A
"com/fs/starfarer/codex2/CodexDialog.??0000 - String - ""No matching entries""",com/fs/starfarer/codex2/CodexDialog.??0000 ,No matching entries,#N/A
"com/fs/starfarer/codex2/CodexDialog.while.String - String - ""Ctrl-F to search""",com/fs/starfarer/codex2/CodexDialog.while.String ,Ctrl-F to search,#N/A
"com/fs/starfarer/codex2/CodexDialog.updateSearchResults - String - ""Search results""",com/fs/starfarer/codex2/CodexDialog.updateSearchResults ,Search results,#N/A
"com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""Confirm""",com/fs/starfarer/ui/impl/voidsuper.<init> ,Confirm,确认
"com/fs/starfarer/ui/impl/voidsuper.<init> - String - ""Cancel""",com/fs/starfarer/ui/impl/voidsuper.<init> ,Cancel,取消
"com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl - String - ""Production cost. Does not include outfitting the ship with weapons and fighters.""",com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl ,Production cost. Does not include outfitting the ship with weapons and fighters.,生产成本。不包括为舰船配备的武器与战机。
"com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl - String - ""The cost of weapons and fighters installed on the ship will be deducted once it's produced and does not count against the monthly production capacity.""",com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl ,The cost of weapons and fighters installed on the ship will be deducted once it's produced and does not count against the monthly production capacity.,安装在舰船上的武器与战机的成本将在生产后扣除，但不计入每月生产能力当中。
"com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl - String - ""Cost to produce a hull of this ship type. The hull will not have any weapons or fighter LPCs mounted.""",com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl ,Cost to produce a hull of this ship type. The hull will not have any weapons or fighter LPCs mounted.,生产成本。船体上将不安装任何武器或战机 LPC.
"com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl - String - ""Production cost. Includes outfitting the ship with weapons and fighters.""",com/fs/starfarer/campaign/command/ShipBlueprintBrowser$1.createImpl ,Production cost. Includes outfitting the ship with weapons and fighters.,生产成本。包括为舰船配备的武器与战斗机。
"com/fs/starfarer/ui/impl/null.updateForCategory - String - "" [on]""",com/fs/starfarer/ui/impl/null.updateForCategory , [on],#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - "" [off]""",com/fs/starfarer/ui/impl/null.updateForCategory , [off],#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Deployment points""",com/fs/starfarer/ui/impl/null.updateForCategory ,Deployment points,#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Group deployment""",com/fs/starfarer/ui/impl/null.updateForCategory ,Group deployment,#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Generate group""",com/fs/starfarer/ui/impl/null.updateForCategory ,Generate group,#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Select a group of available opposing ships to deploy based on the number of deployment points and the doctrine of the selected faction. Pressing the button multiple times re-rolls the selection.""",com/fs/starfarer/ui/impl/null.updateForCategory ,Select a group of available opposing ships to deploy based on the number of deployment points and the doctrine of the selected faction.\n\nPressing the button multiple times re-rolls the selection.,#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Approximate number of deployment points to aim for when generating and selecting a group of opposing ships to deploy.""",com/fs/starfarer/ui/impl/null.updateForCategory ,Approximate number of deployment points to aim for when generating and selecting a group of opposing ships to deploy.,#N/A
"com/fs/starfarer/ui/impl/null.updateForCategory - String - ""Reset""",com/fs/starfarer/ui/impl/null.updateForCategory ,Reset,#N/A
"com/fs/starfarer/ui/impl/null.actionPerformed - String - "" [off]""",com/fs/starfarer/ui/impl/null.actionPerformed , [off],#N/A
"com/fs/starfarer/ui/impl/null.actionPerformed - String - "" [on]""",com/fs/starfarer/ui/impl/null.actionPerformed , [on],#N/A
"com/fs/starfarer/coreui/CaptainPickerDialog$1.createImpl - String - ""Maximum number of officers you can have under your command.""",com/fs/starfarer/coreui/CaptainPickerDialog$1.createImpl ,Maximum number of officers you can have under your command.,你所能指挥的最大军官人数。
"com/fs/starfarer/coreui/CaptainPickerDialog$1.createImpl - String - ""Mercenary officers on limited-duration contracts do not count against this limit.""",com/fs/starfarer/coreui/CaptainPickerDialog$1.createImpl ,Mercenary officers on limited-duration contracts do not count against this limit.,持期限合同的雇佣军官将不计入在这一限制内。
"com/fs/starfarer/launcher/opengl/oOOO.<init> - String - ""You don't have any mods installed. To install a mod, download one and extract it to the mods/ directory.""",com/fs/starfarer/launcher/opengl/oOOO.<init> ,"You don't have any mods installed. To install a mod, download one and extract it to the mods/ directory.",你没有安装任何 Mod。如果想安装一些 Mod，请下载后放入 mods 文件夹中。
"com/fs/starfarer/launcher/opengl/oOOO.<init> - String - ""Save""",com/fs/starfarer/launcher/opengl/oOOO.<init> ,Save,保存
"com/fs/starfarer/launcher/opengl/oOOO.<init> - String - ""Cancel""",com/fs/starfarer/launcher/opengl/oOOO.<init> ,Cancel,取消
"com/fs/starfarer/launcher/opengl/oOOO.<init> - String - ""Clear""",com/fs/starfarer/launcher/opengl/oOOO.<init> ,Clear,全部禁用
"com/fs/starfarer/launcher/opengl/oOOO.<init> - String - ""Enable all""",com/fs/starfarer/launcher/opengl/oOOO.<init> ,Enable all,全部启用
"com/fs/starfarer/codex/ui/class.<init> - String - ""Exit""",com/fs/starfarer/codex/ui/class.<init> ,Exit,退出
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - "" (stock)""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> , (stock), (默认) 
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - "" (custom)""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> , (custom), (特装) 
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - ""custom""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> ,custom,特装
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - ""Rename""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> ,Rename,重命名
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - ""Load""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> ,Load,读取
"com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> - String - ""Delete""",com/fs/starfarer/coreui/refit/ManageVariantsDialog$Oo.<init> ,Delete,删除
"com/fs/starfarer/campaign/save/SaveGameData.getLocDesc - String - ""Unknown Location""",com/fs/starfarer/campaign/save/SaveGameData.getLocDesc ,Unknown Location,#N/A
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort - String - ""Nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort ,Nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort - String - ""nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort ,nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort - String - ""Star System""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort ,Star System,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort - String - ""system""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseTypeShort ,system,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort - String - ""Nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort ,Nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort - String - ""Nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort ,Nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort - String - ""Star System""",com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort ,Star System,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort - String - ""System""",com/fs/starfarer/campaign/BaseLocation.getNameWithTypeShort ,System,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType - String - ""Nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType ,Nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType - String - ""nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType ,nebula,星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType - String - ""Star System""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType ,Star System,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType - String - ""star system""",com/fs/starfarer/campaign/BaseLocation.getNameWithLowercaseType ,star system,星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithTypeIfNebula - String - "" Star System""",com/fs/starfarer/campaign/BaseLocation.getNameWithTypeIfNebula , Star System, 星系
"com/fs/starfarer/campaign/BaseLocation.getNameWithNoType - String - "" Nebula""",com/fs/starfarer/campaign/BaseLocation.getNameWithNoType , Nebula, 星云
"com/fs/starfarer/campaign/BaseLocation.getNameWithNoType - String - "" Star System""",com/fs/starfarer/campaign/BaseLocation.getNameWithNoType , Star System, 星系
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""This d-mod - a result of near-permanent damage suffered by the hull - can only be removed with a full restoration at a dockyard.""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,This d-mod - a result of near-permanent damage suffered by the hull - can only be removed with a full restoration at a dockyard.,该 D-插件 代表本舰遭受的永久性损伤，只能在船坞内将其修复。
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""d-mod""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,d-mod,D-插件
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""This enhanced hullmod is built into the hull - it can not be removed and does not cost any ordnance points.""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,This enhanced hullmod is built into the hull - it can not be removed and does not cost any ordnance points.,该强化型舰船插件被内置于船体当中，无法移除且无需装配点。
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""enhanced""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,enhanced,强化型
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""This hullmod is built into the hull - it can not be removed and does not cost any ordnance points.""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,This hullmod is built into the hull - it can not be removed and does not cost any ordnance points.,该舰船插件被内置于船体当中，无法移除且无需装配点。
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""This s-mod has been built into this ship - it can not be removed and does not cost any ordnance points.""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,This s-mod has been built into this ship - it can not be removed and does not cost any ordnance points.,该 S-插件 被内置于船体当中，无法移除且无需装配点。
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""s-mod""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,s-mod,S-插件
"com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl - String - ""built into""",com/fs/starfarer/ui/impl/StandardTooltipV2$12.createImpl ,built into,永久内置
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - ""Sells for: """,com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance ,Sells for: ,出售：每单位 
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - "" per unit.""",com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance , per unit.,。
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - ""Price: """,com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance ,Price: ,购买：每单位 
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - "" per unit.""",com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance , per unit.,。
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - ""Base value: """,com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance ,Base value: ,基础价值：每单位 
"com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance - String - "" per unit.""",com/fs/starfarer/ui/impl/StandardTooltipV2$15.advance , per unit.,。
"com/fs/starfarer/ui/impl/StandardTooltipV2$16.advance - String - ""Cargo space: """,com/fs/starfarer/ui/impl/StandardTooltipV2$16.advance ,Cargo space: ,货舱：每单位占 
"com/fs/starfarer/campaign/ui/Oo0o.<init> - String - ""date""",com/fs/starfarer/campaign/ui/Oo0o.<init> ,date,日期
"com/fs/starfarer/campaign/ui/Oo0o.<init> - String - ""cycle""",com/fs/starfarer/campaign/ui/Oo0o.<init> ,cycle,星历年
"com/fs/starfarer/campaign/ui/Oo0o.<init> - String - "",""",com/fs/starfarer/campaign/ui/Oo0o.<init> ,",",","
"com/fs/starfarer/campaign/ui/Oo0o.advanceImpl - String - "",""",com/fs/starfarer/campaign/ui/Oo0o.advanceImpl ,",",日
"com/fs/starfarer/codex2/CodexDetailPanel.<init> - String - ""Select an entry to view details""",com/fs/starfarer/codex2/CodexDetailPanel.<init> ,Select an entry to view details,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel - String - ""Related entries""",com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel ,Related entries,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel - String - ""Item""",com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel ,Item,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel - String - ""No related entries""",com/fs/starfarer/codex2/CodexDetailPanel.createRelatedEntriesPanel ,No related entries,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""UNKNOWN ENTRY Please register your Tri-Tachyon datapad to receive the latest news and updates.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,UNKNOWN ENTRY\n\nPlease register your Tri-Tachyon datapad to receive the latest news and updates.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""common""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,common,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Combat readiness: """,com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Combat readiness: ,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Base value: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Base value: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""This ship is used by this faction, and may sometimes be found for sale at their colonies.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,"This ship is used by this faction, and may sometimes be found for sale at their colonies.",#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Special""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Special,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Type: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Type: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Effects""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Effects,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""common""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,common,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""This is a d-mod - usually a result of near-permanent damage suffered by the hull - and can only be removed with a full restoration at a dockyard.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,This is a d-mod - usually a result of near-permanent damage suffered by the hull - and can only be removed with a full restoration at a dockyard.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""This hullmod is more likely to be found for sale at this faction's colonies.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,This hullmod is more likely to be found for sale at this faction's colonies.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Hull size""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Hull size,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Ordnance points""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Ordnance points,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Frigate""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Frigate,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Destroyer""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Destroyer,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Cruiser""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Cruiser,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Capital""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Capital,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""common""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,common,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Base value: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Base value: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""This weapon is more likely to be found for sale at this faction's colonies.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,This weapon is more likely to be found for sale at this faction's colonies.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""common""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,common,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Base value: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Base value: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""This fighter is used by this faction, and may be found for sale at this faction's colonies.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,"This fighter is used by this faction, and may be found for sale at this faction's colonies.",#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""the planet""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,the planet,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Marines gain increased effectiveness from engaging in ground operations.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Marines gain increased effectiveness from engaging in ground operations.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - "" Marines""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail , Marines,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Regular marines - tough, competent, and disciplined.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,"Regular marines - tough, competent, and disciplined.",#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Experienced marines with substantial training and a number of operations under their belts.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Experienced marines with substantial training and a number of operations under their belts.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""These marines are veterans of many ground operations. Well-motivated and highly effective.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,These marines are veterans of many ground operations. Well-motivated and highly effective.,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""These marines are an elite force, equipped, led, and motivated well above the standards of even the professional militaries in the Sector.""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,"These marines are an elite force, equipped, led, and motivated well above the standards of even the professional militaries in the Sector.",#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""increased effectiveness of ground operations""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,increased effectiveness of ground operations,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""reduction to marine casualties suffered during ground operations""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,reduction to marine casualties suffered during ground operations,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Base value: %s per unit""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Base value: %s per unit,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Industry""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Industry,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Structure""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Structure,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Type: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Type: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""the colony""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,the colony,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""The colony""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,The colony,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""the colony""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,the colony,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""The colony""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,The colony,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""null""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,null,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""(?s)\""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,(?s)\,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Can be upgraded to: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Can be upgraded to: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Can be upgraded from: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Can be upgraded from: %s,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Production""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Production,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Demand""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Demand,#N/A
"com/fs/starfarer/codex2/CodexDetailPanel.showDetail - String - ""Construction cost: %s""",com/fs/starfarer/codex2/CodexDetailPanel.showDetail ,Construction cost: %s,#N/A
"com/fs/starfarer/renderers/A/OoOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$o.<init> - String - ""dmg: """,com/fs/starfarer/renderers/A/OoOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$o.<init> ,dmg: ,伤害：
"com/fs/starfarer/renderers/A/OoOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$o.<init> - String - ""dmg: ---""",com/fs/starfarer/renderers/A/OoOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$o.<init> ,dmg: ---,
"com/fs/starfarer/coreui/refit/U.saveCurrentVariant - String - ""Financial transaction confirmed""",com/fs/starfarer/coreui/refit/U.saveCurrentVariant ,Financial transaction confirmed,交易完毕
"com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog - String - ""There are unsaved changes that will be lost if you navigate away. Are you sure?""",com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog ,There are unsaved changes that will be lost if you navigate away.\n\nAre you sure?,一些未保存的改动将因此而失去。\n\n你确定吗？
"com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog - String - ""Yes""",com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog ,Yes,是
"com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog - String - ""No""",com/fs/starfarer/coreui/refit/void.showUnsavedChangesDialog ,No,不
