id,type,text1,text2,text3,text4,text5,notes
persean,FACTION,"英仙座联盟 是为避免 霸主 完全统治 英仙座星域 而结成的同盟体。各成员国未必对联盟内外的各种事务都达成了全面共识，甚至还爆发过激烈的武装冲突。然而，当 霸主 攫取那不再存在的 人之领 之名，非法实行戒严令之时，英仙座联盟 将团结一致，共抗霸权。联盟遵循自身章程，协调各成员国一齐对抗来自联盟外部的威胁，例如某些尤为好事的巨型企业、军阀和 卢德左径 等。

即便旗帜鲜明对抗霸权，英仙座联盟 却并不主张人人平等、个人自由 —— 联盟 之所以存在，仅是为了让其成员国能够拥有独自决断自身内部事务的自由。那个能随意干涉治下各界内政的 人之领 早已远逝，如今的 英仙座联盟 明令禁止此等行为。",,,,,
independent,FACTION,本身并不是统一的势力，非势力团体 是对一些政体和自主人员团体的大致统称。除了与其他主要势力缺乏密切往来之外，他们并没有其他太多共性可言。一些星球和其他些能被太空人称之为家的地方就由这些非势力团体所掌控。这些地区时常分享信誉数据，并在彼此之间慷慨地互相交易。同时各地区也随时做好了开展短期安全或军事行动合作的准备，以便更好捍卫他们携手维护的自由。不过信任的土崩瓦解也是同样常见的情况，非势力团体们也会各自心怀鬼胎地侵害对方的利益，开展恶性竞争，或是对友邻们的不幸熟视无睹。,,,,,
planet_chicomoztoc,CUSTOM,Chicomoztoc 是英仙座星域中首批殖民目标行星之一。此地被选作一处重要的工业枢纽，是大型纳米锻造中心的所在地。这颗略适合地球化的候补行星，因早期无节制的工业发展以及后期战争的波及，其大气充满了复杂的硫化合物、有机精炼副产品以及令人担忧但可控的锕系有毒粉尘。,,Chicomoztoc 庞大的人口都定居于地下生态设施群中。统治各个设施的当权者在各有权有势的政客间频繁更换。竞选中有些人向庞大的失业人群许诺改革和工作岗位来赢得选票，也有人向各大由技术寡头或犯罪团体组成竞选关系网争取支持，许诺为他们的母巢区颁布优惠政策，或者干脆按照惯例直接花钱收买支持。一些巢区有时会因为骚乱、抗议和暴动而紧急封锁，但只要锻炉状态安好，并持续制造出堆积如山的货物、机械、工具和星舰船体，霸主 就不会过多干预此地事态。,,,
planet_eventide,CUSTOM,Eventide 是一颗几乎完全被潮汐锁定的行星，也是理想的地貌改造候选之一。此地的一年几乎仅有一次日夜交替，造就了极端漫长的夏昼与冬夜，以及短暂温和的春朝与秋暮。但在巧妙地布置恒星镜与恒星罩后，此地也有了不少大面积的气候温和区域。大部分的居民都租住在市区内的住宅里，被广阔的贵族种植园所环绕。,,Eventide 家族中的佼佼者们赞助了恒星镜与恒星罩，维持着如岛屿般分布的多个宜居圈。而那些穷困潦倒的家族只能生活在暮光区里，竭尽全力地忍受着极昼夏和极夜冬之间漫长而严酷的交替轮回。这的文化比较保守，当地媒体主要关注几大领军家族之间的礼尚往来和阴谋诡计。这种风气的盛行使 Eventide 为 霸主 军方提供了多得不成比例的军官。,,,
planet_coatl,CUSTOM,Tlalocan 的卫星，其荒芜的表面布满了无数的隧道、掩体、机库、油罐、粮仓、炮台阵列。这处重要的 霸主 军事基地将 Aztlan 星系牢牢掌控，且因离 Chicomoztoc 足够远而不会卷入当地的政治纠纷。,,规则的坑洞在卫星的表面排布出一条弧线，标志着那些霸主希望敌人得知的重型防御列阵的位置。其他的则随机分布在隐藏的风化层下面，随时准备放出冷枪致命一击。,,,
station_coatl,CUSTOM,Coatl 空间站是在第一次大拓展热潮中，以一艘孢子母舰为核心而建立起来的。由于经历过无数次改造与命名，没人知道其最初的建造意图。如今这里是容纳了 Aztlan 星系中 霸主 指挥-控制-通讯中心 以及相关训练设施的重要军事基地。,,来自 英仙座星域 各地的新学员挤满了 Coatl 空间站的走廊。他们劳碌奔波于无数命令之间，即使休息时，也因畏惧上级可能的训诫而异常焦虑 —— 对于现在的他们来说，任何一位军官都可能是长官。,,,
planet_zorrah,CUSTOM,过度的开采给这整颗卫星的冰岩都刻满了伤痕，在轨道上清晰可见。Zorrah 的开采权历来在各超级企业之间不断流传，以满足 Chicomoztoc 那些贪得无厌的工业设施。,,,,,
planet_hanan_pacha,CUSTOM,被歼星武器所毁灭、如同火葬场般的行星。人为破坏造就了永不停息的火山爆发，而它引起全球性风暴至今仍在将数以百万计的逝者骨灰不断地席卷至大气层中。,,Hana Pacha 在第二次 AI 战争期间被歼星武器所毁灭。虽然第二次 AI 战争不直接涉及无人舰船，但它的导火索却也是所谓 AI 开发权的审查。对行星被毁的具体调查因在和平谈判中达成的某些妥协而被取消。,,,
planet_killa,CUSTOM,战争在这颗卫星上留下了难以磨灭的伤痕。由于主城区上方的圆顶罩被撕开，使大量碎片与废弃物至今仍呈辐射状滞留在真空之中。,,从模糊的红外读数不难看出，在地表风化层下某些不寻常的位置中依旧隐藏着居住区。显然仍有幸存者居住于 Killa 的内部，但没有政体与 英仙座星域 保持联系，而那些在外太空漂浮的货船残骸也暗示着这儿的居民可能并不友好。,,,
planet_viscacha,CUSTOM,Viscacha 是一颗受到 Chupi Orco 引力捕获的原系外星体，这颗充满剧毒大气层的卫星因极快的公转速度与有趣的南半球盆地而得名。,,,,,
planet_qaras,CUSTOM,一个宜居但略显寒冷的世界，在 大崩塌 后由 天苑四-乌托邦地貌改造集团 残部就地取用基础设施与物资储备完成地貌改造。Qaras 的影响力曾无法与 Hanan Pacha 相提并论，直到后者在第二次 AI 战争中被彻底摧毁。,,在早期殖民时期中，Qaras 是 天苑四-乌托邦地貌改造集团 主要的 挥发物/有机物 处理中心。在第二次 AI 战争之后，此地所处的星系被宣布为非军事区，免遭战争破坏的 Qaras 迅速被雇佣军与强盗形成的联盟所夺取。霸主 仍未展示出收复此地的意向，但没人敢对此下定论。,,,
planet_donn,CUSTOM,孤独的远古行星，在早期对这个星系的机器探测中，很快就确认了它并不原属于 Hybrasil 星系，而是亿万年前被 Hybrasil 巨大的引力捕获而来的。因 Donn 内有着丰富的高纯度重金属矿藏，而被标记为拥有低至中等利益的星球。,,尽管 速子科技 的巡逻队经常会轰炸这里以展示武力来安抚投资者，但事实证明，Donn 是 速子科技 在战争时期招募老练佣军的理想地 —— 而这些人在和平时期则将被鸟尽弓藏。,,,
planet_balar,CUSTOM,Balar 是一颗主要由水、氨以及甲烷所组成的冰态巨行星。与南极上空遮天蔽日的风暴相比，那些被水冰云所覆盖的区域确实看起来异常平静。而对于这种反常现象的研究，也仅仅停留在初步阶段。,,,,,
planet_cethlenn,CUSTOM,遍布有冻结的氨河、冰冻高原以及甲烷冰川的冰冻世界。来自 Balar 的带电粒子流进入 Cethlenn 的磁场，在后者稀薄的大气中创造出梦幻般的极光。此地唯一可供居住的城市坐落在一处不稳定的形岩石岬上，这座城市维护着季节性开采有机物的设备。,,对于这个名义上独立的政体来说，速子科技 的影响力是显而易见的。全息广告以及 速子科技 的产品无处不在，星币被 英仙座星域 商业协议 视为非法的工商业不断掠夺走。,,,
planet_ena,CUSTOM,与其他同胞卫星相比，Ena 的岩体异常地致密。此地的地表覆盖着大量因潮汐力而挤压成型的间歇泉，不断地喷发出冰冻气体。带电粒子不断地从此地稀薄但可见的大气中向外发射，然后被 Balar 的强大磁层所捕获。,,,,,
planet_crom_cruach,CUSTOM,这个世界贫瘠不堪，除了异常但毫无经济价值的硫化物矿床之外就不值一提。在 Hybrasil 星系早期殖民化运动中，此地的矿产联合企业为 Culann 提供了大量矿物。大崩塌 后，当地政府爆发了激烈的内战，政治上与军事上同时发生的斗争最终使这处靠近星系跳跃点的战略驻地变成了一片废墟。,,,,,
planet_culann,CUSTOM,历史悠久的著名矿物出产地 Culann 在 大崩塌 不久后，被 速子科技 迅速且可疑地改造成一处重要的军事基地，以之为跳板从 Hybrasil 星系内部向临近星系投射力量。据传，这里的武器库深处有着基于神秘的 AI 顿悟技术而创造的神话武器，尽管经历过两场战争的洗礼，但至今没有任何一名 霸主 调查员成功渗透至内部，以确认这些谣言是否属实。,,一列列 扩展纪元 船舶龙门架像幼虫一样跟随着星际煅炉，在 Culann 上空排成闪闪发光的弧线。这颗行星上布满了厚重的掩体，并且安置了反舰炮台。速子科技 公司成功地将商业友好的形象投影到登陆舱和走廊之中，用以掩盖在地表下与轨道上悬挂的可怕武器的威力。,,,
station_culann,CUSTOM,Culann 星际锻炉早在几百年前就是一处重要的零重力精炼与冶金中心，该公司善于巧妙利用能源转换和存储技术来高效运作，并使其在 Hybrasil 星系中享有盛誉。如今这家公司名下的所有财产，以及 Culann 本身都被主打能源转换、生产及传输行业的 速子科技 所收购。,,商贸洽谈休息区里的全息影像，一直欢快地展示着在 速子科技 设计生产的武器系统面前站错边之后的下场，各种火花四射分崩离析的灾难性后果充斥其中。不过这里某个不依不饶的销售员形象唯一向你推销成功的东西，只有那来访舰长们可以免费享用的点心。,,,
planet_eochu_bres,CUSTOM,Eochu Bres 是英仙座星域的殖民化后期才被改造的星球。瞬息万变的天气将此地撕裂并塑造成为一个峰峦起伏、峡湾纵横的世界。虽然轨道镜阵列在 大崩塌 发生的不久前就已建设完毕，但这的温度依然低于人类宜居标准。,,速子科技 的总部坐落于闪亮的弧形尖塔之上，鹤立鸡群地俯瞰着远处的棚户区。此地的工薪阶层居住在世外桃源般的上城区中，在安保无人机的保护下出生、生活、死亡。而那些绝望的合同劳工则在丑陋的下城区中挣扎求生。在这里，包括法律在内的任何东西都可被买卖，因为对于 速子科技 来说金钱才是至高无上。,,,
inactive_gate,CUSTOM,一座由坚固材料所制成，并沉寂已久的环状星门。,,,,,
active_gate,CUSTOM,"一座由坚固材料所制成，并沉寂已久的环状星门。如果知道如何正确地观察的话 —— 而你确实知道 —— 就可以探测到某种来自更高次元的微弱震动。

像是一首低不可闻的古老歌谣，亦或是一扇等候轻启的门扉。",,,,,
station_tigra_city,CUSTOM,在人类首次抵达英仙座不久后，名为 Tigra 的采矿基地就被迅速地建在了 Samarra 的陨石带里。随着历史长河中接二连三的矿业热潮，无数次罢工事件导致此地的控制权被频繁转移。,,在枯竭的矿体与嵌入空间站的旧勘探钻机中，第一批矿工们的后代已经转向低重力种植业和修复场地。尽管当地人与海军人员之间发生的冲突通常是醉酒后的结果而非思想方面的不和，但当地人仍然保留了他们祖先的顽固与叛逆。,,,
planet_typhon,CUSTOM,"一颗并不起眼的气态巨行星，主要由氢氦所组成。几十年前一名自称 ""揭秘者"" 的学者引发了一则丑闻 —— 他声称该行星实际上是由一个异种生命家族所掌控，且从事着类似相位技术方面的研究。之后这名学者被 霸主 委派到 Eventide 的某处医疗机构从事研究工作，而 霸主 则顺势将该行星的低空轨道的所属权彻底纳入麾下。",,,,,
planet_sphinx,CUSTOM,Sphinx 是一处于英仙座星区首次殖民化期间建成的 人之领 舰队后勤中心。能为 人之领 无敌舰队提供稳定可靠的燃料补给的小型反物质燃料生产设施被深埋在地下，以防止可能发生的地方叛乱干扰到燃料生产。如今这处战略驻地已经归于 霸主 的统治之下。,,此地的交通管制十分严格，所有靠近的船只都被反舰炮台组标记并跟踪。军事化延伸到了民用设施中，检查站虽仍未运作，但已然被设置在各航行要道与交通枢纽上。,,,
planet_orthrus,CUSTOM,一座座冰山凸显在落着一层氮雪的甲烷冰川上，在此之上，少数不稳定的硅酸盐高原提供了稀缺的采矿机会。Orthrus 一直不是一个繁荣的世界，此世界上的采矿业在几代人以来都依赖于 霸主 控制星域以外的合同来维持。,,Orthus 被外来投资者所支持的小型家族企业组成的联盟控制，而霸主火凤凰的羽翼从来没有庇护过这里。这里的资源相当匮乏，它的战略价值也被军事化卫星 Sphinx 掩盖，霸主 采取的尊重各独立世界的政策也使得此地难以充分整合。,,,
station_chupi_orco,CUSTOM,曾由一种巨型设备操控着 Chupi Orco 的磁层，目的是为了制造出人工风暴将大量挥发物驱入太空后进行收集。但由于受到战争的波及，使这里的线圈、发电机、储罐都遭到摧毁，尽管一些空置的机库与通道仍具备最低限度的维生功能，但因气体泄漏与太阳能电池板的结垢，最终使该虹吸站陷入了坟墓般的死寂。,,,,,
lava_minor,PLANET,地质极其不稳定的星球。因没有成型的稳定地壳，大量发光的裂隙与活火山遍布于地表，喷出的岩浆凝聚在一起，形成了在炽热大地上绵延数百公里的熔岩河。,,,,,
planet_ithaca,CUSTOM,"Ithaca 是一处古老且干旱的世界，虽然几乎不存在磁场，但依旧被天苑四-乌托邦地貌改造集团评定为适合地貌改造的候选之一。在沉寂了数十亿年后，随着 Penelope 星系的开发热潮，Ithaca 和它的兄弟星 Ogygi 的地貌改造进度得到了推动，直到 ""大崩塌"" 将这里推向了混乱的深渊。",,地表扫描显示了几处零星的临时驻地，推测是行星实验室、地质调查点和一些露天矿区。微型自动气象站偶尔会传来一阵短暂且无意义的信号，实际上其内部仪器早已被沙尘暴损毁，毫无用处。,,,
planet_ogygia,CUSTOM,一个小型贫瘠世界，有着灾难般的地表条件与近期陨石撞击所留下的明显痕迹。当它的比邻行星 Ithaca 还处于基础设施的建造阶段时，Ogygia 被认为是值得地貌改造的次级候选之一。然而 大崩塌 的来临为这一切设想都画上了句号。,,一次巨大的撞击事件将 Ogygia 的整个半球拍成低于平均海拔数十公里的固化岩浆海。除了被夷平的地基，这里几乎没有人类活动的痕迹，但奇怪的是，在一处大裂谷的底部，居然躺着半片还散发着热辐射信号的 攻势-级 战列舰残骸。,,,
station_telepylus,CUSTOM,一个巨大的轨道站，以一艘古老的扩张时代 孢子母舰 为核心演变而来，外围覆盖着模块化机库、工业吊舱、居住环带。这个轨道站曾用作小行星驻地保障船以及移动式精炼平台在星区外围的集结地，如今只剩下一片死寂。,,"主反应堆和有价值的工业部件都已被掠走，从受到的破坏程度来看，当时情况应该十分混乱，且被动备份系统也在混乱中遭到破坏。由于与主体过度分离，使无法收集足够能源的维生系统早已停止工作。你的导航计算机发出警告：这个空间站已经步入死亡，它将在 500 个标准星历年内坠入 Telepylus 的大气层中并被烧毁。
无法登陆该空间站。",,,
planet_ismara,CUSTOM,一颗寒冷的冰冻行星。Ismara 是建立开采设施与质量投射设施的绝佳地点，有能力发射兆吨级由石墨烯所包裹保护的水与氮气，供应给 Penelope 星系内部的宜居星球。,,线性质量投射器的痕迹在轨道上依稀可见。但经过仔细地扫描就会发现，这些蜿蜒的长线只是些埋在热混凝覆土下的维护段通道，其中的超导线圈与其他任何有价值的硬件早已被掠夺一空。同样地，曾为核聚变电站与工厂建设的穹顶建筑破开了大口，内部暴露在稀薄的大气中，和周围早已死寂的居住网格区一起被逐年堆积的甲烷积雪逐渐被覆盖。,,,
planet_nortia,CUSTOM,没有显著特征的大型矮行星，由金属和硅酸盐组成，被重力捕获在 Salus L4 稳定点。Nortia 曾因周期性的自动化机器人采矿作业与药物滥用而名声在外，但在 Askonia 危机期间很快被难民潮所淹没，进而变成了本星系最具规模的 宪章运动组织 基地。,,自 Askonia 危机爆发以来，Nortia 的开采与提炼中心已经呈蔓延式发展，如肿瘤般挤满了岩地的郊区。地下的采矿通道连接着地表上的通讯阵列、太阳能集热器以及压力仓。Nortia 的民事治理建立在 宪章运动组织 与伪装成合法政府的独立走私者联盟的脆弱协议之上，甚至还自称与 霸主 的外交影响力有所联系。,,,
planet_druj,CUSTOM,一个死寂荒芜的世界，有着能产生强大磁场的金属地核。Aka Mainyu 释放出的离子风暴不断侵袭着 Druj 的地表，吹走表层挥发物，还在其风化层表面留下了呈弧状的纳米铁痕迹。,,,,,
planet_aka_mainyu,CUSTOM,Aka Mainyu 被它所环绕的恒星潮汐锁定。这颗高热气态巨行星的向阳面完全被一个炼狱般永无休止的巨型漩涡所覆盖，其中足以气化金属的高热狂风速度可达数千公里每小时。每一秒都有数十万吨电离气体被炸出它的大气层，形成复杂的漩涡状磁尾，在 Duzahk 星系内的任何地方都能被检测到。,,,,,
toxic_cold,PLANET,被乙烷、甲烷云和氮气雾所笼罩的冰冻世界。表面由被侵蚀的水冰、充满有机化合物的风化丘以及烃海所组成。而在地幔深处，一些参杂着甲烷的液态水，衰败的放射性元素，都被潮汐力加热后由冰火山口喷发而出。,,,,,
slipstream,TERRAIN,一种超空间滑流，类似于旧地球上古代海员航行时遭遇的洋流。,,,,,
nebula,TERRAIN,由氢、氦和星尘组成的星际云，会产生显著干扰传感器的噪声并影响驱动力场，也为不怀好意者提供了藏匿地。,,,,,
event_horizon,TERRAIN,黑洞视界附近存在着难以想象的高引力。,,,,,
pulsar_beam,TERRAIN,强辐射下的相对论磁化射流，通常由中子星发射而出。,,,,,
corona,TERRAIN,包围恒星的光晕，由高温等离子气体组成。多数舰船无法长时间暴露在极端的星冕辐射下，被持续照射会受到伤害。,,,,,
corona_aka_mainyu,TERRAIN,包含高能粒子和极强的磁场波动的风暴。多数舰船无法长时间暴露在如此狂暴的辐射下，被持续照射会受到伤害。,,,,,
asteroid_belt,TERRAIN,含有大量小行星的轨道区。,,,,,
ring,TERRAIN,稠密的星尘与冰块形成的环状带，所产生的传感器噪声可帮助舰队藏身。它们的密度不足以影响舰船航行。,,,,,
debris_field,TERRAIN,战斗或打捞作业所产生的残骸区，也可能只是某些漂向重力稳定点并聚成一处的杂质。,,,,,
asteroid_field,TERRAIN,一团挤满了小行星的区域。,,,,,
magnetic_field,TERRAIN,一片捕获了大量高能带电粒子的强磁场区域。隐藏于其中的舰队几乎不会产生传感器读数。,,,,,
hyperspace_normal,TERRAIN,充满拓扑不稳定性的异时空环境，星际航行的飞船通过它避开常规空间的欧氏几何限制。,,,,,
hyperspace_deep,TERRAIN,这片超空间区域极度混乱，甚至会影响专为超空间航行而设计的设备。,,,,,
hyperspace_storm,TERRAIN,"这片超空间区域正处于混乱的相位偏移状态，导致谐振级联反应大幅波动。这种被称之为 ""超空间风暴"" 的古老恶兆被无数代星际舰长们口口相传延续至今。",,,,,
hyperspace_abyssal,TERRAIN,深渊超空间，几乎不能用传感器进行探查，且会对驱动力场施加巨大压力。作为许多老船长式故事的常客，如果只是在舒适的码头酒吧里听人提起它的话倒还能一笑置之。,,,,,
stellar_mirror,CUSTOM,反射和集中太阳能的超轻轨道镜面阵列。这是一种常见的地貌改造工具，在 人之领 扩张期间，天苑四-乌托邦地貌改造集团 将此类技术带上了巅峰。,,,,,
stellar_shade,CUSTOM,偏转和收集太阳能的超轻轨道镜面阵列。这是一种常见的地貌改造工具，在 人之领 扩张期间，天苑四-乌托邦地貌改造集团 将此类技术带上了巅峰。,,,,,
kite,SHIP,"风筝-级 空天穿梭机是一种常见的民用设计方案，它每天都在向人们彰显着轨道工厂制造公司在航空设计领域的显赫声誉，即使是在太空旅行时代，其优秀的航空设计能力依然保有相当的专业价值。这种结构紧凑的航空航天两用飞行器具有流线型外观，能在大气层中高效飞行。其布置精巧的短脉冲式姿态控制推进器能在 Delta 级 AI 子系统的协调下确保降落过程在任何情况下都能平稳顺畅 (轨道工厂制造公司专门发布了一系列幽默风趣的全息广告，用衣着光鲜的情侣杯中几乎要满溢而出的红酒来宣传这一大市场卖点)。对这个大小的民用船来说，风筝-级 的引擎十分强劲。不过在未开启机动推进器时，其零重力环境下的机动性能仍有所欠缺。

在 大崩塌 后的危险时期里，风筝-级 的豪华观景圆顶不仅被改造成防御炮塔，且两侧的辅助姿态喷口也被替换成不会对其弱反应堆造成压力的导弹系统 。尽管难以在不相上下的战斗中获胜，但只要时机恰当，它有时也能出乎意料地猛咬对手一口，然后以速度优势从海盗手里逃脱。卢德左径 甚至用配有打击武器的该舰去攻击没有配备武装的货舰，然后靠辅助推进器迅速逃离，避开来自为目标护航的船只的怒火。",,,,,
gryphon,SHIP,"狮鹫-级 是一种专用导弹巡洋舰，设计为搭载重型支援火力的高机动平台。由于它并不是前线作战巡洋舰，因此需要在护航编队的掩护下才能发挥最佳作战效能。

狮鹫-级 是 牵牛星科技 在 ""巡洋学派"" 思潮中推出的多批舰船设计之一。在 大崩塌 前不久，围绕星门系统展开的兵力投送战略开始流行，而 狮鹫-级 是其中关键的组成部分。狮鹫-级 的投入意味着特遣部队指挥能迅速集中强大的专业级重火力，形成势不可挡的重锤，摧毁由突击型巡洋舰与驱逐舰组成的铁砧拖住的敌人。至少 人之领 时代的战术手册如此描述。

狮鹫-级 特别引人注目的地方莫过于其集成在船体内的导弹纳米锻炉，这种架构固定的纳米锻炉系统可以极其迅速地把预制的高密度物料条在战斗中转化成种类有限的弹药。因此该舰能有效地将密度质量转化为所需的武器装备，使其在战斗能重新补充导弹储备。当然这个过程中会产生高额幅能，所以把 狮鹫-级 交给会一边用护盾抵挡炮火一边开启纳米锻炉的鲁莽舰长是极不明智的行为。",,,,,
hammer,WEAPON,"大锤鱼雷早在 大崩塌 前就已遍布英仙座星域，是一种率先被小行星矿工用于开采作业的非制导火箭。在装备匮乏时，向来都是最廉价易得的大锤鱼雷，作为打击武器被贫困的独立民兵和海盗选用。由于卢德左径对它偏爱有佳，它还有个略微亵渎神明的绰号叫 ""卢德之锤""。",,,,,
hammer_single,WEAPON,"大锤鱼雷早在 大崩塌 前就已遍布英仙座星域，是一种率先被小行星矿工用于开采作业的非制导火箭。在装备匮乏时，大锤鱼雷以一向以来都最廉价易得的特性，常作为打击武器被贫困的独立民兵和海盗选用。由于卢德左径对它偏爱有佳，它还有个略微亵渎神明的绰号叫 ""卢德之锤""。",,,,,
hammerrack,WEAPON,"大锤鱼雷早在 大崩塌 前就已遍布英仙座星域，是一种率先被小行星矿工用于开采作业的非制导火箭。在装备匮乏时，大锤鱼雷以一向以来都最廉价易得的特性，常作为打击武器被贫困的独立民兵和海盗选用。由于卢德左径对它偏爱有佳，它还有个略微亵渎神明的绰号叫 ""卢德之锤""。

大锤鱼雷发射舱生动形象地诠释了什么叫以量取胜。",,,,,
jackhammer,WEAPON,"大锤鱼雷早在 大崩塌 前就已遍布英仙座星域，是一种率先被小行星矿工用于开采作业的非制导火箭。在装备匮乏时，大锤鱼雷以一向以来都最廉价易得的特性，常作为打击武器被贫困的独立民兵和海盗选用。由于卢德左径对它偏爱有佳，它还有个略微亵渎神明的绰号叫 ""卢德之锤""。

某些能干的太空船员设法把民用转轮式货架改装成了这种三连射装置，它也因其能用有节奏的三连射把船体凿穿而得名。这种改装几乎是在一夜之间就传遍了整个英仙座星域。",,,,,
squall,WEAPON,"这种中程反护盾导弹旨在战斗开幕阶段，迅速瓦解那些处在开阔区域内的敌舰护盾。它能在暴风骤雨般的打击后，为紧随而来的反装甲火炮弹幕提供重创目标的机会。

其独特的弹药供给系统能像换弹夹般迅速更换装载有 20 枚风暴火箭弹的弹药舱。但高度复杂的弹药舱与娇气的自动装弹机让这一重装过程的失败率非常之高，因此为提高稳定性，而导致它的上弹开火等流程的所需时间高于 人之领 海军的基本要求。尽管如此，暴风 MLRS 仍是一种可怕的武器系统，能够有效应对过于依赖护盾的载体，并逼迫未配备足够点防武器的舰长们做出艰难抉择，是关闭护盾来承受反装甲弹幕的打击，还是持续承受高压火力直至反应堆过载。",,,,,
locust,WEAPON,"大型近程导弹系统，旨在营造大量弹幕来淹没敌军战机联队。蝗虫也可用来对付大型目标，但除非目标的护盾和装甲已被破坏，否则将收效甚微。

该武器可在一轮齐射中发射 20 枚小型导弹。其简单实用且低功耗的单体追踪系统，能在分布式运算系统的协调下完美地紧咬目标，并利用微形化学矫态推进器，来在短时间内提供最佳的机动性能。蝗虫导弹的目标追踪算法基于久经考验的蜂群导弹，而这也保证了它们极少脱靶，并在战机飞行员的噩梦中占有一席之地。",,,,,
forgevats,SHIP_SYSTEM,一种内置构建的纳米机系统，可以在战斗中将预置的原材料迅速转换成弹药。由于这个过程会产生巨额幅能，因此在承受火力压制时开启纳米机并不可取。,特殊,瞬间补充部分导弹，并产生巨额幅能。,,"The amount of missiles reloaded is equal to the base ammo capacity of each weapon, before any modifiers from skills or hullmods.",
forgevats_station,SHIP_SYSTEM,A fixed architecture nanforge system which allows rapid conversion of pre-formulated feedstock into missile ammunition during battle.,Special,Replenishes some missile ammunition when used.,,"The amount of missiles reloaded is equal to the base ammo capacity of each weapon, before any modifiers from skills or hullmods.",
starliner,SHIP,"来自一个更加文明时代的游轮，姆巴耶-果戈尔 440 型 星际线-级 旨在让乘客舒适且迅速地在 人之领 星系间旅行。它的内部不仅设有私人头等舱、两种等级的用餐服务、零重力剧院，甚至还有具备停靠和发射功能的小型飞行甲板以便专门接送要员。当然，作为一艘民用舰船，该甲板自然没有配备能用于修复整备战机的设施。

星际线-级 拥有前置护盾来确保乘客们的安全，并保护船体免受在航行中的日常磨损。考虑到当前星区的现状，它现如今还被轻度武装化，配备了全波段热诱弹发射器和一些小型炮塔，这些不仅是用来唤起探险体验感的摆设，而确实能阻挡小规模海盗突袭，更能借此在乘客的票价中加上一笔 ""弹药附加费""。",,,,,
nebula,SHIP,"为了确保可观的载货量和人员运输力，姆巴耶-果戈尔 430 型 星云-级 看起来确实有些丰满以及笨拙，很难让内部的乘客们产生星际旅行的独有浪漫。尽管如此，自从 星云-级 被悄悄投入一线生产后，它就以绝对优势垄断了星域中所有的中端客运服务。

星云-级 依靠合格的前置护盾发生器来确保乘客们的安全并减少电镀装甲的维护频率。同时还配备了全波段热诱弹发射器和一些小型炮塔。毕竟作为公共客运行业，乘客的安全才是运营商的首要职责。",,,,,
mudskipper,SHIP,"弹涂鱼-级 是常见的星系内摆渡船，但也具有星际航行能力。该舰级没有内置护盾发生器，因此只能依靠对民用级而言勉强算坚固耐用的装甲保护乘员和货物的安全。弹涂鱼-级 没什么能指望的战斗表现，但它还是设置了一个后置防御炮塔，来抵御日益流行的火蛇导弹。

最初曾被命名为 ""天马""，但是由于商标冲突，官方仅能将它的型号代码用于书面文件。运营商很快将这 MGA-220 重命名为 ""弹涂鱼""。这种坚实的小船在几个世纪以来一直是落后地区的民用运输主力。尽管它其貌不扬，但坚固可靠的结构简化了它的维护难度，而巨大的舱门也使它具备了多样化的功能。它有些超乎常理的全息广告镜头非常深入人心，奠定了 弹涂鱼-级 是一艘向风景如画的干旱行星运送成群牛羊的运输艇的公众印象。",,,,,
scarab,SHIP,"圣甲虫-级 是由 速子科技 开发出的一种罕见的实验性船体。且仅有数艘原型舰被生产出来。

任何违反因果论的技术都遭到了 人之领 的严令禁止，而这则禁令依旧被 霸主 延续至今并获得 卢德教会 的支持。然而，从旧星门系统到 FTL 超空间旅行与通讯技术，人类迈入星际文明所需的全部科技产物全都源于这些危险科技的少数边缘产品。速子科技 向来推动着科技与相关管制法规的最前沿，比如首当其冲地发展了相位空间技术，因此 圣甲虫-级 所搭载的独特原型 ""时流之壳"" 战术系统也毫不意外地问世了。

不过，圣甲虫-级 操纵时间的原理并不复杂，它只是避免将时空的参考系指向为当前时空而已。这种看起来像是滞缓外界时间的效果，在卢德神学家和外行人眼中是十分令人不安的。当然人们必须避免用该方式说明，以防止被专门研究这种怪事的应用时空学家听到，不然他将会来一场冗长的术语矫正会。",,,,,
centurion,SHIP,"坚固的重型护卫舰，根据第十四战斗群所实行的 人之领 舰队学说理念，百夫长-级 可被认作填补空白区域和维持战线的重要角色。

百夫长-级 的价值很大程度都取决于它大量混合炮塔带来的多功能性，以及使其能在与敌舰正面交锋时吸收大量火力的集成阻尼力场。",,,,,
wayfarer,SHIP,具有重型护卫舰水平的优秀装甲和武器装备，远行者-级 绝非航行于文明星域中 (或者，至少由专职战斗舰护航的) 那些追求经济效益的脆弱货舰。不，远行者-级 是在边境独行的星舰，无论是航行在紧急态势随处可见的星区之间，或是身处于匪帮路霸遍地游荡的空域之中，唯有在己方炮塔火线交织的射界之内，才能觅得冷酷星域中独一无二的温馨之所。,,,,,
